service_request_id,requested_datetime,updated_datetime,source,service_name,description,agency_responsible,address,council_district,status_description,lat,long
5080695,2018-07-02 08:47:00,,UNKNOWN,ZONING CONCERNS,"ZONING, ILLEGAL BUSINESS OR SIGNS ON PRIVATE PROPERTY, ILSGN, ZONE",IPL-PROPERTY MAINTENANCE DIV.,"2122 EDGEHILL RD , LOUISVILLE, KY, 40205",8,CLOSED,38.2299655573,-85.6952125828
5080818,2018-07-02 08:48:00,,UNKNOWN,ABANDON VEHICLE,"ABANDONED VEHICLE ROW, STREET,  ALLEY, AVROW, VEHIC",METRO POLICE DEPARTMENT," MARRET AVE , LOUISVILLE, KY, 40208",4,OPEN,38.229757858,-85.7482388784
5065026,2018-07-02 08:49:00,,UNKNOWN,ABANDON VEHICLE,"ABANDONED VEHICLE ROW, STREET,  ALLEY, AVROW, VEHIC",METRO POLICE DEPARTMENT," S PRESTON ST , LOUISVILLE, KY, 40208",4,OPEN,38.2299497658,-85.7501769271
5080821,2018-07-02 08:51:00,,UNKNOWN,TRASH PVT PROP,"TRASH PRIVATE PROPERTY, TRASH, GARBAGE, JUNK",IPL-PROPERTY MAINTENANCE DIV.,"6311 POWDER HORN DR , LOUISVILLE, KY, 40216",12,CLOSED,38.1618783934,-85.8379651303
5080822,2018-07-02 08:51:00,,UNKNOWN,ABANDON VEHICLE,"ABANDONED VEHICLE ROW, STREET,  ALLEY, AVROW, VEHIC",METRO POLICE DEPARTMENT," E ORMSBY AVE , LOUISVILLE, KY, 40203",4,OPEN,38.2307891959,-85.7480725693
5080823,2018-07-02 08:54:00,,UNKNOWN,INTERIOR VIOL,"INTERIOR VIOLATION, INCLUDES NO HEAT, ELECTRICAL, INTVI",IPL-PROPERTY MAINTENANCE DIV.,"1633 W JEFFERSON ST 3, LOUISVILLE, KY, 40203",4,CLOSED,38.2564838312,-85.7781022646
5080824,2018-07-02 08:54:00,,UNKNOWN,ILLEGAL SIGN,"ILLEGAL SIGN, SIGNS, OBSTRUCTION, ILSGN, ROWOB",LPM," VALLEY STATION RD , LOUISVILLE, KY, 40272",14,CLOSED,38.1076461074,-85.8667163369
5080825,2018-07-02 08:54:00,,UNKNOWN,ILLEGAL SIGN,"ILLEGAL SIGN, SIGNS, OBSTRUCTION, ILSGN, ROWOB",LPM," STONESTREET RD , LOUISVILLE, KY, 40272",25,CLOSED,38.121205615,-85.8556892103
5080826,2018-07-02 08:54:00,,UNKNOWN,ILLEGAL SIGN,"ILLEGAL SIGN, SIGNS, OBSTRUCTION, ILSGN, ROWOB",LPM," JOHNSONTOWN RD , LOUISVILLE, KY, 40272",25,CLOSED,38.121205615,-85.8556892103
5080829,2018-07-02 08:54:00,,UNKNOWN,ILLEGAL SIGN,"ILLEGAL SIGN, SIGNS, OBSTRUCTION, ILSGN, ROWOB",LPM," FLOWERVALE LN , LOUISVILLE, KY, 40272",14,OPEN,38.0853829116,-85.8798342555
5080831,2018-07-02 08:54:00,,UNKNOWN,ILLEGAL SIGN,"ILLEGAL SIGN, SIGNS, OBSTRUCTION, ILSGN, ROWOB",LPM," MOORMAN RD , LOUISVILLE, KY, 40272",14,CLOSED,38.0853829116,-85.8798342555
5077193,2018-07-02 08:57:00,,UNKNOWN,HIGH GRASS WEEDS,"HIGH GRASS, WEEDS, TREES, PRIVATE PROPERTY",IPL-PROPERTY MAINTENANCE DIV.,"2510 LINDSAY AVE A1, LOUISVILLE, KY, 40206",9,CLOSED,38.2611729552,-85.7044510653
5080830,2018-07-02 08:57:00,,UNKNOWN,GARBAGE MISSED,"GARBAGE MISSED, GARBM, SWMS",SWMS - WASTE COLLECTION,"1058 S 26TH ST , LOUISVILLE, KY, 40210",1,OPEN,38.2406503965,-85.7960857858
5080836,2018-07-02 09:00:00,,UNKNOWN,GARBAGE MISSED,"GARBAGE MISSED, GARBM, SWMS",SWMS - WASTE COLLECTION,"3226 VIRGINIA AVE , LOUISVILLE, KY, 40211",1,OPEN,38.2385827099,-85.8086611186
5080838,2018-07-02 09:01:00,,UNKNOWN,WEATHER RELATED,"WEATHER RELATED, STORM",PUBLIC WORKS STORM/SNOW EVENT," MELROSE AVE , LOUISVILLE, KY, 40216",1,CLOSED,38.1932896605,-85.8754805014
5080839,2018-07-02 09:01:00,,UNKNOWN,DAMAGE GARB CART,"DAMAGED GARBAGE CART, CARTD, SWMS",SWMS - ADMINISTRATION,"905 CAMDEN AVE , LOUISVILLE, KY, 40215",15,CLOSED,38.1931249695,-85.7751346116
5080840,2018-07-02 09:01:00,,UNKNOWN,SIGNAGE REPAIR,"SIGNAGE REPAIR, NOT STOP SIGN, STNAM, SIGNR",PUBLIC WORKS - TRAFFIC ENG," BLACKBURN AVE , LOUISVILLE, KY, 40206",9,OPEN,38.2543393949,-85.6755602705
5077560,2018-07-02 09:04:00,,UNKNOWN,GARBAGE MISSED,"GARBAGE MISSED, GARBM, SWMS",SWMS - WASTE COLLECTION,"1246 S 3RD ST 1, LOUISVILLE, KY, 40203",6,CLOSED,38.2331943746,-85.759318558
5080841,2018-07-02 09:06:00,,UNKNOWN,RECYCLE BINS,"RECYCLE BINS, RECYCLING, NEW RECYB, DAMAGED, MISSING, SWMS",SWMS - ADMINISTRATION,"6202 PERMA DR , LOUISVILLE, KY, 40218",10,CLOSED,38.1956172459,-85.6418629882
5088905,2018-07-02 09:07:00,,UNKNOWN,RECYCLE BINS,"RECYCLE BINS, RECYCLING, NEW RECYB, DAMAGED, MISSING, SWMS",SWMS - ADMINISTRATION,"1120 W ASHLAND AVE , LOUISVILLE, KY, 40215",21,CLOSED,38.1862139071,-85.7800455176
5080843,2018-07-02 09:08:00,,UNKNOWN,STREET POTHOLE,"STREET POTHOLE, POTHL",LPM," EASUM RD , LOUISVILLE, KY, 40299",20,CLOSED,38.1749082107,-85.5393126881
5080844,2018-07-02 09:08:00,,UNKNOWN,HIGH GRASS WEEDS,"HIGH GRASS, WEEDS, TREES, PRIVATE PROPERTY",IPL-PROPERTY MAINTENANCE DIV.,"6215 PRICE LANE RD , LOUISVILLE, KY, 40229",23,CLOSED,38.1045604809,-85.6461412584
5080847,2018-07-02 09:11:00,,UNKNOWN,YARD WASTE VIOL,"YARD WASTE VIOLATION, YARDV, SWMS",SWMS - ENFORCEMENT UNIT,"1009 QUEEN AVE , LOUISVILLE, KY, 40215",15,CLOSED,38.2021198542,-85.7767816631
5080848,2018-07-02 09:12:00,,UNKNOWN,YARD WASTE MISS,"YARD WASTE MISSED, YARDM, SWMS",SWMS - WASTE COLLECTION,"1127 SYLVIA ST , LOUISVILLE, KY, 40217",10,CLOSED,38.2214364669,-85.7386216427
5080849,2018-07-02 09:12:00,,UNKNOWN,RECYCLE BINS,"RECYCLE BINS, RECYCLING, NEW RECYB, DAMAGED, MISSING, SWMS",SWMS - ADMINISTRATION,"2808 FLORA AVE , LOUISVILLE, KY, 40220",26,CLOSED,38.2133724006,-85.6551483941
5080851,2018-07-02 09:13:32,,UNKNOWN,NCODES & REGS,CODES AND REGULATIONS,N-METRO AGENCIES,"4315 SOUTHERN PKY 5, LOUISVILLE, KY, 40214",15,CLOSED,38.1920095759,-85.7663105204
5080856,2018-07-02 09:19:38,,UNKNOWN,NGARBAGE QUEST,GARBAGE QUESTIONS,NON SERVICE SWMS,"7508 MAURER LN , LOUISVILLE, KY, 40258",12,CLOSED,38.145510203,-85.8769757573
5080858,2018-07-02 09:21:00,,UNKNOWN,INTERIOR VIOL,"INTERIOR VIOLATION, INCLUDES NO HEAT, ELECTRICAL, INTVI",IPL-PROPERTY MAINTENANCE DIV.,"5301 HAMES TRCE 9, LOUISVILLE, KY, 40291",22,CLOSED,38.1657327852,-85.6056147924
5080860,2018-07-02 09:22:00,,UNKNOWN,STOLEN GARB CART,"STOLEN GARBAGE CART, CARTS, MISSING, SWMS",SWMS - ADMINISTRATION,"524 ATWOOD ST , LOUISVILLE, KY, 40217",15,OPEN,38.2151698945,-85.749514106
5080861,2018-07-02 09:22:00,,UNKNOWN,METRO OWNED PROP,"MAINTENANCE OF METRO PROPERTIES, NOT GOVERNMENT BUILDINGS, MTOWN",METRO PARKS,"5151 PETERSBURG RD , LOUISVILLE, KY, 40218",2,CLOSED,38.1830563125,-85.6644056552
5080864,2018-07-02 09:23:00,,UNKNOWN,ABANDON VEHICLE,"ABANDONED VEHICLE ROW, STREET,  ALLEY, AVROW, VEHIC",METRO POLICE DEPARTMENT,"3000 DUNDEE RD , LOUISVILLE, KY, 40205",8,OPEN,38.2140820067,-85.6877642718
5080866,2018-07-02 09:24:00,,UNKNOWN,INTERIOR VIOL,"INTERIOR VIOLATION, INCLUDES NO HEAT, ELECTRICAL, INTVI",IPL-PROPERTY MAINTENANCE DIV.,"2632 LINDSAY AVE B2, LOUISVILLE, KY, 40206",9,CLOSED,38.2615821938,-85.7026828299
5080870,2018-07-02 09:27:00,,UNKNOWN,RECYCL VIOLATION,"RECYCLE VIOLATION, RECYCLING, RECYV, SWMS",SWMS - ENFORCEMENT UNIT,"249 SOUTHWESTERN PKY , LOUISVILLE, KY, 40212",5,CLOSED,38.2633717888,-85.8260526783
5080867,2018-07-02 09:27:47,,UNKNOWN,TRASH PVT PROP,"TRASH PRIVATE PROPERTY, TRASH, GARBAGE, JUNK",IPL-PROPERTY MAINTENANCE DIV.,"249 SOUTHWESTERN PKY , LOUISVILLE, KY, 40212",5,CLOSED,38.2633717888,-85.8260526783
5080868,2018-07-02 09:28:00,,UNKNOWN,STREET POTHOLE,"STREET POTHOLE, POTHL",LPM,"3300 RUDD AVE , LOUISVILLE, KY, 40212",5,CLOSED,38.2762097955,-85.8013304042
5080869,2018-07-02 09:29:00,,UNKNOWN,GARBAGE MISSED,"GARBAGE MISSED, GARBM, SWMS",SWMS - WASTE COLLECTION,"1301 S 26TH ST , LOUISVILLE, KY, 40210",6,OPEN,38.2367308724,-85.796117269
5080874,2018-07-02 09:32:00,,UNKNOWN,SIDEWALK REPAIR,"SIDEWALK REPAIR, CRACKED BROKEN RAISED TRIP HAZARD",PUBLIC WORKS INSPECTION GROUP,"2120 WROCKLAGE AVE , LOUISVILLE, KY, 40205",8,CLOSED,38.224545913,-85.6872924726
5080876,2018-07-02 09:34:00,,UNKNOWN,SIDEWALK REPAIR,"SIDEWALK REPAIR, CRACKED BROKEN RAISED TRIP HAZARD",PUBLIC WORKS INSPECTION GROUP,"2218 WROCKLAGE AVE , LOUISVILLE, KY, 40205",8,CLOSED,38.2256455925,-85.6851905329
5080878,2018-07-02 09:34:00,,UNKNOWN,MOSQUITOS,"MOSQUITOES, MOSQT",HEALTH DEPT - ENVIR. HEALTH,"5115 INVICTA DR , LOUISVILLE, KY, 40216",3,CLOSED,38.1648850202,-85.8248501942
5075956,2018-07-02 09:35:00,,UNKNOWN,VEHICLE PVT PROP,"VEHICLE PRIVATE PROPERTY, ABANDONED, INOPERABLE, NOT LICENSED, AVPRI",IPL-PROPERTY MAINTENANCE DIV.,"5609 BRAULIO CT , LOUISVILLE, KY, 40291",22,OPEN,38.1645798328,-85.6095831358
5080879,2018-07-02 09:35:00,,UNKNOWN,STOLEN GARB CART,"STOLEN GARBAGE CART, CARTS, MISSING, SWMS",SWMS - ADMINISTRATION,"1610 CLARICE WAY , LOUISVILLE, KY, 40216",15,OPEN,38.176555456,-85.8133502707
5080881,2018-07-02 09:36:00,,UNKNOWN,HIGH GRASS WEEDS,"HIGH GRASS, WEEDS, TREES, PRIVATE PROPERTY",IPL-PROPERTY MAINTENANCE DIV.,"4450 S 3RD ST , LOUISVILLE, KY, 40214",21,CLOSED,38.1894075221,-85.7651357503
5080882,2018-07-02 09:37:00,,UNKNOWN,EXTERIOR VIOL,"EXTERIOR STRUCTURE VIOLATION, EXTVI",IPL-PROPERTY MAINTENANCE DIV.,"2832 RICHLAND AVE , LOUISVILLE, KY, 40220",26,CLOSED,38.2247553545,-85.6298707776
5080884,2018-07-02 09:38:24,,UNKNOWN,INTERIOR VIOL,"INTERIOR VIOLATION, INCLUDES NO HEAT, ELECTRICAL, INTVI",IPL-PROPERTY MAINTENANCE DIV.,"1925 NOCTURNE DR , LOUISVILLE, KY, 40272",14,CLOSED,38.102118996,-85.8755851186
5080885,2018-07-02 09:39:00,,UNKNOWN,SIDEWALK REPAIR,"SIDEWALK REPAIR, CRACKED BROKEN RAISED TRIP HAZARD",PUBLIC WORKS INSPECTION GROUP," WALLACE AVE , LOUISVILLE, KY, 40205",8,OPEN,38.2261075579,-85.6847244356
5080887,2018-07-02 09:39:00,,UNKNOWN,RECYCLE BINS,"RECYCLE BINS, RECYCLING, NEW RECYB, DAMAGED, MISSING, SWMS",SWMS - ADMINISTRATION,"2318 BONNYCASTLE AVE , LOUISVILLE, KY, 40205",8,OPEN,38.2345428773,-85.6981622883
5080886,2018-07-02 09:39:56,,UNKNOWN,LITTER BASKETS,"LITTER BASKETS, EMPTY, MISS, REPAIR, NEW, REMOVE, RELOCATE, LTRBS, SWMS",SWMS - ADMINISTRATION," S BROOK ST , LOUISVILLE, KY, 40203",6,CLOSED,38.2382127266,-85.7530083468
5080888,2018-07-02 09:40:00,,UNKNOWN,SIDEWALK OBSTRUC,"SIDEWALK OBSTRUCTION FROM DOWNED TREES, BROKEN BRANCH, ETC. ROWOB, SDWLK",METRO POLICE DEPARTMENT," S 7TH ST , LOUISVILLE, KY, 40202",6,CLOSED,38.2464515416,-85.763372579
5080894,2018-07-02 09:40:00,,UNKNOWN,RECYCLE BINS,"RECYCLE BINS, RECYCLING, NEW RECYB, DAMAGED, MISSING, SWMS",SWMS - ADMINISTRATION,"2318 BONNYCASTLE AVE , LOUISVILLE, KY, 40205",8,CLOSED,38.2345428773,-85.6981622883
5080891,2018-07-02 09:43:42,,UNKNOWN,NJUNK WEEK,JUNK WEEK,N-PICKUP DAYS,"114 S 43RD ST , LOUISVILLE, KY, 40212",5,CLOSED,38.2646391737,-85.8192248144
5088818,2018-07-02 09:44:00,,UNKNOWN,MISCELLANEOUS,"MISCELLANEOUS, MISC, CONCERN, ISSUE",SWMS - ADMINISTRATION," MANNING RD , LOUISVILLE, KY, 40213",21,OPEN,38.1972297845,-85.7344138397
5080892,2018-07-02 09:44:21,,UNKNOWN,RECYCLE BINS,"RECYCLE BINS, RECYCLING, NEW RECYB, DAMAGED, MISSING, SWMS",SWMS - ADMINISTRATION,"210 ALVINA WAY , LOUISVILLE, KY, 40214",21,CLOSED,38.1499853777,-85.768119273
5080895,2018-07-02 09:46:19,,UNKNOWN,DEAD ANIMAL,"DEAD ANIMAL, ANIMD, SWMS",SWMS - WASTE COLLECTION," SHELBYVILLE RD , MIDDLETOWN, KY, 40245",19,CLOSED,38.2415822095,-85.4984741486
5061401,2018-07-02 09:47:00,,UNKNOWN,VAP STRUC WEEDS,"PRIVATE PROPERTY, ABANDONED, STRUCTURE, GRASS, TREES",IPL-PROPERTY MAINTENANCE DIV.,"313 N 32ND ST , LOUISVILLE, KY, 40212",5,CLOSED,38.2652917299,-85.8038978235
5080897,2018-07-02 09:48:00,,UNKNOWN,INTERIOR VIOL,"INTERIOR VIOLATION, INCLUDES NO HEAT, ELECTRICAL, INTVI",IPL-PROPERTY MAINTENANCE DIV.,"2613 NARRAGANSETT DR , LOUISVILLE, KY, 40210",3,CLOSED,38.2257536589,-85.8008692228
5080898,2018-07-02 09:48:00,,UNKNOWN,RECYCLE BINS,"RECYCLE BINS, RECYCLING, NEW RECYB, DAMAGED, MISSING, SWMS",SWMS - ADMINISTRATION,"818 MULBERRY ST , LOUISVILLE, KY, 40217",4,CLOSED,38.2277317163,-85.7411599037
5080896,2018-07-02 09:48:25,,UNKNOWN,NJUNK WEEK,JUNK WEEK,N-PICKUP DAYS,"1701 PATTON CT A, LOUISVILLE, KY, 40210",6,CLOSED,38.2247635637,-85.7782741167
5088819,2018-07-02 09:49:00,,UNKNOWN,DAMAGE GARB CART,"DAMAGED GARBAGE CART, CARTD, SWMS",SWMS - ADMINISTRATION,"1842 SPEED AVE , LOUISVILLE, KY, 40205",8,CLOSED,38.2261572072,-85.7048745808
5075586,2018-07-02 09:51:00,,UNKNOWN,EASEMENT OTHER,"EASEMENT, OBSTRUCTION, ROWOB",PUBLIC WORKS INSPECTION GROUP,"926 E JEFFERSON ST , LOUISVILLE, KY, 40206",4,OPEN,38.2512279922,-85.7350390893
5080900,2018-07-02 09:54:00,,UNKNOWN,HIGH GRASS WEEDS,"HIGH GRASS, WEEDS, TREES, PRIVATE PROPERTY",IPL-PROPERTY MAINTENANCE DIV.,"1306 LINCOLN AVE , LOUISVILLE, KY, 40208",3,CLOSED,38.2178943366,-85.7787318705
5080901,2018-07-02 09:54:00,,UNKNOWN,INTERIOR VIOL,"INTERIOR VIOLATION, INCLUDES NO HEAT, ELECTRICAL, INTVI",IPL-PROPERTY MAINTENANCE DIV.,"5329 HAMES TRCE 406, LOUISVILLE, KY, 40291",22,CLOSED,38.1630923813,-85.6068978052
5080903,2018-07-02 09:56:00,,UNKNOWN,STREET POTHOLE,"STREET POTHOLE, POTHL",LPM," BLANKENBAKER LN , LOUISVILLE, KY, 40207",7,CLOSED,38.2742122324,-85.6454591158
5080904,2018-07-02 09:56:00,,UNKNOWN,ILLEGAL DUMPING,"ILLEGAL DUMPING, NOT ON PRIVATE PROPERTY, DUMPV, SWMS",SWMS - ENFORCEMENT UNIT,"2509 OSAGE AVE , LOUISVILLE, KY, 40210",6,CLOSED,38.2399909893,-85.7950688701
5080909,2018-07-02 09:58:00,,UNKNOWN,EXTERIOR VIOL,"EXTERIOR STRUCTURE VIOLATION, EXTVI",IPL-PROPERTY MAINTENANCE DIV.,"5516 JEANINE DR , LOUISVILLE, KY, 40219",2,CLOSED,38.1690136763,-85.6884837338
5080910,2018-07-02 09:58:50,,UNKNOWN,INTERIOR VIOL,"INTERIOR VIOLATION, INCLUDES NO HEAT, ELECTRICAL, INTVI",IPL-PROPERTY MAINTENANCE DIV.,"4103 DELORES AVE , SHIVELY, KY, 40216",3,CLOSED,38.1920147189,-85.8105021218
5080911,2018-07-02 10:00:37,,UNKNOWN,HIGH GRASS WEEDS,"HIGH GRASS, WEEDS, TREES, PRIVATE PROPERTY",IPL-PROPERTY MAINTENANCE DIV.,"308 N 43RD ST , LOUISVILLE, KY, 40212",5,CLOSED,38.2675173011,-85.8180050685
5050880,2018-07-02 10:01:00,,UNKNOWN,STOLEN GARB CART,"STOLEN GARBAGE CART, CARTS, MISSING, SWMS",SWMS - ADMINISTRATION,"957 VINE ST , LOUISVILLE, KY, 40204",4,CLOSED,38.23742641,-85.7310171955
5080912,2018-07-02 10:01:15,,UNKNOWN,HIGH GRASS WEEDS,"HIGH GRASS, WEEDS, TREES, PRIVATE PROPERTY",IPL-PROPERTY MAINTENANCE DIV.,"302 S 28TH ST , LOUISVILLE, KY, 40212",5,CLOSED,38.2580277718,-85.797051371
5080913,2018-07-02 10:02:00,,UNKNOWN,VAP LOT WEEDS,"PRIVATE PROPERTY, VACANT LOT, GRASS, TREES",IPL-PROPERTY MAINTENANCE DIV.,"123 N 32ND ST , LOUISVILLE, KY, 40212",5,CLOSED,38.2632540819,-85.8040910853
5080915,2018-07-02 10:02:00,,UNKNOWN,GARBAGE VIOLATIO,"GARBAGE VIOLATION, GARBV, SWMS",SWMS - ENFORCEMENT UNIT,"431 WINKLER AVE 1, LOUISVILLE, KY, 40208",6,CLOSED,38.2106962578,-85.7660808719
5080917,2018-07-02 10:03:00,,UNKNOWN,GARBAGE VIOLATIO,"GARBAGE VIOLATION, GARBV, SWMS",SWMS - ENFORCEMENT UNIT,"2619 S 5TH ST A, LOUISVILLE, KY, 40208",6,CLOSED,38.2110657108,-85.7659702323
5080918,2018-07-02 10:03:31,,UNKNOWN,HIGH GRASS WEEDS,"HIGH GRASS, WEEDS, TREES, PRIVATE PROPERTY",IPL-PROPERTY MAINTENANCE DIV.,"651 S 23RD ST , LOUISVILLE, KY, 40211",6,CLOSED,38.2503552077,-85.7895045707
5080920,2018-07-02 10:05:48,,UNKNOWN,HIGH GRASS WEEDS,"HIGH GRASS, WEEDS, TREES, PRIVATE PROPERTY",IPL-PROPERTY MAINTENANCE DIV.,"1755 DUMESNIL ST , LOUISVILLE, KY, 40210",6,CLOSED,38.2364565222,-85.7854807322
5080922,2018-07-02 10:06:00,,UNKNOWN,LIGHTING REPAIR,"LIGHTING REPAIR, STREET LIGHT, STLGT",PUBLIC WORKS ADMINISTRATION,"4402 WILSHIRE AVE , LOUISVILLE, KY, 40216",1,CLOSED,38.1939564204,-85.875488453
5036921,2018-07-02 10:07:00,,UNKNOWN,ABANDON VEHICLE,"ABANDONED VEHICLE ROW, STREET,  ALLEY, AVROW, VEHIC",METRO POLICE DEPARTMENT," SWAN ST , LOUISVILLE, KY, 40204",4,OPEN,38.2329147403,-85.7372891555
5080923,2018-07-02 10:07:00,,UNKNOWN,GARBAGE VIOLATIO,"GARBAGE VIOLATION, GARBV, SWMS",SWMS - ENFORCEMENT UNIT,"1101 CANOPY CT , LOUISVILLE, KY, 40211",1,CLOSED,38.2418872602,-85.8135446016
5080926,2018-07-02 10:10:48,,UNKNOWN,VAP EXTERIOR,"PRIVATE PROPERTY, ABANDONED, VACANT STRUCTURE",IPL-PROPERTY MAINTENANCE DIV.,"5010 INVICTA DR , LOUISVILLE, KY, 40216",3,CLOSED,38.1672685517,-85.8236564255
5080928,2018-07-02 10:12:00,,UNKNOWN,OVERGROWTH,"OVERGROWN, WEEDS, GRASS, OBSTRUCTION, ROWOB",LPM,"2211 GERALD CT 1, LOUISVILLE, KY, 40218",26,CLOSED,38.2014816166,-85.6607688654
5080931,2018-07-02 10:13:00,,UNKNOWN,ABANDON VEHICLE,"ABANDONED VEHICLE ROW, STREET,  ALLEY, AVROW, VEHIC",METRO POLICE DEPARTMENT,"2405 7TH STREET RD , LOUISVILLE, KY, 40208",6,OPEN,38.2157398168,-85.7815584071
5080929,2018-07-02 10:13:25,,UNKNOWN,NGARBAGE QUEST,GARBAGE QUESTIONS,NON SERVICE SWMS,"2103 BOULEVARD NAPOLEON , LOUISVILLE, KY, 40205",8,CLOSED,38.224350145,-85.6964725562
5080930,2018-07-02 10:13:28,,UNKNOWN,NJUNK WEEK,JUNK WEEK,N-PICKUP DAYS,"957 VINE ST , LOUISVILLE, KY, 40204",4,CLOSED,38.23742641,-85.7310171955
5080932,2018-07-02 10:14:00,,UNKNOWN,HIGH GRASS WEEDS,"HIGH GRASS, WEEDS, TREES, PRIVATE PROPERTY",IPL-PROPERTY MAINTENANCE DIV.,"2409 7TH STREET RD , LOUISVILLE, KY, 40208",6,CLOSED,38.2155477195,-85.7817562584
5077283,2018-07-02 10:15:00,,UNKNOWN,EXTERIOR VIOL,"EXTERIOR STRUCTURE VIOLATION, EXTVI",IPL-PROPERTY MAINTENANCE DIV.,"1704 LIBERTY BELL WAY 1, LOUISVILLE, KY, 40215",3,CLOSED,38.1946062528,-85.7940657964
5080935,2018-07-02 10:16:00,,UNKNOWN,HIGH GRASS WEEDS,"HIGH GRASS, WEEDS, TREES, PRIVATE PROPERTY",IPL-PROPERTY MAINTENANCE DIV.,"8702 NATIONAL TPKE , LOUISVILLE, KY, 40118",13,CLOSED,38.1232008532,-85.7489257459
5080937,2018-07-02 10:17:00,,UNKNOWN,ABANDON VEHICLE,"ABANDONED VEHICLE ROW, STREET,  ALLEY, AVROW, VEHIC",METRO POLICE DEPARTMENT,"503 MONTANA AVE , LOUISVILLE, KY, 40208",6,OPEN,38.2120665939,-85.7663009105
5080936,2018-07-02 10:17:06,,UNKNOWN,TRASH PVT PROP,"TRASH PRIVATE PROPERTY, TRASH, GARBAGE, JUNK",IPL-PROPERTY MAINTENANCE DIV.,"2208 STEIER LN 1, LOUISVILLE, KY, 40218",10,CLOSED,38.1979577624,-85.6557865278
5080939,2018-07-02 10:18:00,,UNKNOWN,SIGNAGE REPAIR,"SIGNAGE REPAIR, NOT STOP SIGN, STNAM, SIGNR",PUBLIC WORKS - SIGNS MARKINGS," SOUTHERN PKY , LOUISVILLE, KY, 40214",15,CLOSED,38.200600533,-85.765108947
5080938,2018-07-02 10:18:16,,UNKNOWN,VAP STRUC WEEDS,"PRIVATE PROPERTY, ABANDONED, STRUCTURE, GRASS, TREES",IPL-PROPERTY MAINTENANCE DIV.,"2605 GARLAND AVE , LOUISVILLE, KY, 40211",6,CLOSED,38.2449149846,-85.7957133987
5080941,2018-07-02 10:19:36,,UNKNOWN,VEHICLE PVT PROP,"VEHICLE PRIVATE PROPERTY, ABANDONED, INOPERABLE, NOT LICENSED, AVPRI",IPL-PROPERTY MAINTENANCE DIV.,"3304 CLARINET DR , LOUISVILLE, KY, 40216",1,CLOSED,38.1925905405,-85.8477119138
5080946,2018-07-02 10:21:00,,UNKNOWN,GARBAGE VIOLATIO,"GARBAGE VIOLATION, GARBV, SWMS",SWMS - ENFORCEMENT UNIT,"1021 W WHITNEY AVE , LOUISVILLE, KY, 40215",15,CLOSED,38.1935593214,-85.7782513531
5080948,2018-07-02 10:21:00,,UNKNOWN,VEHICLE PVT PROP,"VEHICLE PRIVATE PROPERTY, ABANDONED, INOPERABLE, NOT LICENSED, AVPRI",IPL-PROPERTY MAINTENANCE DIV.,"1021 W WHITNEY AVE , LOUISVILLE, KY, 40215",15,CLOSED,38.1935593214,-85.7782513531
5080945,2018-07-02 10:21:16,,UNKNOWN,VAP LOT WEEDS,"PRIVATE PROPERTY, VACANT LOT, GRASS, TREES",IPL-PROPERTY MAINTENANCE DIV.,"3501 CLARINET DR , LOUISVILLE, KY, 40216",1,CLOSED,38.1949209536,-85.8506133421
5080949,2018-07-02 10:22:00,,UNKNOWN,DAMAGE GARB CART,"DAMAGED GARBAGE CART, CARTD, SWMS",SWMS - ADMINISTRATION,"2124 GRIFFITHS AVE , LOUISVILLE, KY, 40212",5,CLOSED,38.2639318961,-85.7846056914
5080953,2018-07-02 10:22:00,,UNKNOWN,RECYCLE BINS,"RECYCLE BINS, RECYCLING, NEW RECYB, DAMAGED, MISSING, SWMS",SWMS - ADMINISTRATION,"2124 GRIFFITHS AVE , LOUISVILLE, KY, 40212",5,CLOSED,38.2639318961,-85.7846056914
5080950,2018-07-02 10:23:00,,UNKNOWN,VEHICLE PVT PROP,"VEHICLE PRIVATE PROPERTY, ABANDONED, INOPERABLE, NOT LICENSED, AVPRI",IPL-PROPERTY MAINTENANCE DIV.,"3515 E INDIAN TRL , LOUISVILLE, KY, 40213",2,CLOSED,38.1698289113,-85.6949634701
5080951,2018-07-02 10:23:00,,UNKNOWN,TRASH PVT PROP,"TRASH PRIVATE PROPERTY, TRASH, GARBAGE, JUNK",IPL-PROPERTY MAINTENANCE DIV.,"9636 SCARBOROUGH AVE , LOUISVILLE, KY, 40272",14,CLOSED,38.1099394743,-85.8111995247
5080956,2018-07-02 10:25:45,,UNKNOWN,JUNK MISSED,"JUNK MISSED, JUNKM, SWMS",SWMS - BULK WASTE,"1824 ARLINGTON AVE , LOUISVILLE, KY, 40206",9,CLOSED,38.2549553767,-85.7160812838
5080958,2018-07-02 10:26:42,,UNKNOWN,VAP LOT WEEDS,"PRIVATE PROPERTY, VACANT LOT, GRASS, TREES",IPL-PROPERTY MAINTENANCE DIV.,"1545 HALE AVE , LOUISVILLE, KY, 40210",6,CLOSED,38.2380019826,-85.780098707
5077829,2018-07-02 10:27:00,,UNKNOWN,GARBAGE MISSED,"GARBAGE MISSED, GARBM, SWMS",SWMS - WASTE COLLECTION,"517 E OAK ST , LOUISVILLE, KY, 40203",4,CLOSED,38.234319388,-85.7465946111
